Date,Category,Device,Clicks,Cost,Sales,Order value,Tracked leads,Cost of tracked leads
1/3/2022,Links,Computer,62,27.9,0,0,62,27.9
1/3/2022,Links,Mobile,104,46.8,0,0,104,46.8
1/3/2022,Herrenmode,Computer,4,1.8,0,0,4,1.8
1/3/2022,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
1/3/2022,Damenmode,Computer,8,3.6,0,0,8,3.6
1/3/2022,Damenmode,Mobile,3,1.0125,0,0,3,1.0125
1/3/2022,Herrenunterwäsche,Computer,1,0.45,0,0,1,0.45
1/3/2022,Herrenunterwäsche,Mobile,4,1.35,0,0,4,1.35
1/3/2022,Sportbekleidung Damen,Computer,20,9,0,0,20,9
1/3/2022,Sportbekleidung Damen,Mobile,5,1.6875,0,0,5,1.6875
1/3/2022,Sportbekleidung Herren,Computer,259,116.55,0,0,259,116.55
1/3/2022,Sportbekleidung Herren,Mobile,19,6.4125,0,0,19,6.4125
1/3/2022,Fahrradteile & Fahrradzubehör,Computer,2,0.9,0,0,2,0.9
1/3/2022,Fahrradteile & Fahrradzubehör,Mobile,2,0.675,0,0,2,0.675
1/3/2022,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
2/3/2022,Links,Computer,41,18.45,0,0,41,18.45
2/3/2022,Links,Mobile,77,34.65,0,0,77,34.65
2/3/2022,Herrenmode,Computer,2,0.9,0,0,2,0.9
2/3/2022,Herrenmode,Mobile,2,0.675,0,0,2,0.675
2/3/2022,Damenmode,Computer,5,2.25,0,0,5,2.25
2/3/2022,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
2/3/2022,Herrenunterwäsche,Computer,2,0.9,0,0,2,0.9
2/3/2022,Herrenunterwäsche,Mobile,3,1.0125,0,0,3,1.0125
2/3/2022,Sonnenbrillen,Computer,5,2.25,0,0,5,2.25
2/3/2022,Sonnenbrillen,Mobile,2,0.675,0,0,2,0.675
2/3/2022,Sportbekleidung Damen,Computer,17,7.65,0,0,17,7.65
2/3/2022,Sportbekleidung Damen,Mobile,14,4.725,0,0,14,4.725
2/3/2022,Sportbekleidung Herren,Computer,240,108,0,0,240,108
2/3/2022,Sportbekleidung Herren,Mobile,60,20.25,0,0,60,20.25
2/3/2022,Fahrradteile & Fahrradzubehör,Computer,3,1.35,0,0,3,1.35
2/3/2022,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
2/3/2022,Sportschuhe Herren,Computer,4,1.8,0,0,4,1.8
2/3/2022,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
3/3/2022,Links,Computer,45,20.25,0,0,45,20.25
3/3/2022,Links,Mobile,41,18.45,0,0,41,18.45
3/3/2022,Herrenmode,Computer,5,2.25,0,0,5,2.25
3/3/2022,Damenmode,Computer,4,1.8,0,0,4,1.8
3/3/2022,Damenmode,Mobile,2,0.675,0,0,2,0.675
3/3/2022,Herrenunterwäsche,Computer,5,2.25,0,0,5,2.25
3/3/2022,Herrenunterwäsche,Mobile,3,1.0125,0,0,3,1.0125
3/3/2022,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
3/3/2022,Sportbekleidung Damen,Computer,18,8.1,0,0,18,8.1
3/3/2022,Sportbekleidung Damen,Mobile,9,3.0375,0,0,9,3.0375
3/3/2022,Sportbekleidung Herren,Computer,236,106.2,0,0,236,106.2
3/3/2022,Sportbekleidung Herren,Mobile,39,13.1625,0,0,39,13.1625
3/3/2022,Fahrradteile & Fahrradzubehör,Computer,4,1.8,0,0,4,1.8
3/3/2022,Fahrradteile & Fahrradzubehör,Mobile,3,1.0125,0,0,3,1.0125
3/3/2022,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
3/3/2022,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
4/3/2022,Links,Computer,48,21.6,0,0,48,21.6
4/3/2022,Links,Mobile,58,26.1,0,0,58,26.1
4/3/2022,Herrenmode,Mobile,5,1.6875,0,0,5,1.6875
4/3/2022,Damenmode,Computer,3,1.35,0,0,3,1.35
4/3/2022,Damenmode,Mobile,6,2.025,0,0,6,2.025
4/3/2022,Herrenunterwäsche,Computer,1,0.45,0,0,1,0.45
4/3/2022,Herrenunterwäsche,Mobile,1,0.3375,0,0,1,0.3375
4/3/2022,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
4/3/2022,Sonnenbrillen,Mobile,0,0,1,172.27,0,0
4/3/2022,Sportbekleidung Damen,Computer,9,4.05,0,0,9,4.05
4/3/2022,Sportbekleidung Damen,Mobile,7,2.3625,0,0,7,2.3625
4/3/2022,Sportbekleidung Herren,Computer,265,119.25,0,0,265,119.25
4/3/2022,Sportbekleidung Herren,Mobile,45,15.1875,0,0,45,15.1875
4/3/2022,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
4/3/2022,Fahrradteile & Fahrradzubehör,Mobile,6,2.025,0,0,6,2.025
6/3/2022,Links,Computer,117,52.65,0,0,117,52.65
6/3/2022,Links,Mobile,295,132.75,0,0,295,132.75
6/3/2022,Herrenmode,Computer,2,0.9,0,0,2,0.9
6/3/2022,Herrenmode,Mobile,3,1.0125,0,0,3,1.0125
6/3/2022,Damenmode,Computer,1,0.45,0,0,1,0.45
6/3/2022,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
6/3/2022,Herrenunterwäsche,Computer,1,0.45,0,0,1,0.45
6/3/2022,Herrenunterwäsche,Mobile,4,1.35,1,34.91,4,1.35
6/3/2022,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
6/3/2022,Sonnenbrillen,Mobile,4,1.35,1,110,4,1.35
6/3/2022,Sportbekleidung Damen,Computer,13,5.85,0,0,13,5.85
6/3/2022,Sportbekleidung Damen,Mobile,5,1.6875,0,0,5,1.6875
6/3/2022,Sportbekleidung Herren,Computer,218,97.9875,0,0,218,97.9875
6/3/2022,Sportbekleidung Herren,Mobile,53,17.8875,1,100.84,53,17.8875
6/3/2022,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
6/3/2022,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
6/3/2022,Sportbekleidung Kinder,Computer,1,0.45,0,0,1,0.45
7/3/2022,Links,Computer,99,44.55,0,0,99,44.55
7/3/2022,Links,Mobile,316,142.2,0,0,316,142.2
7/3/2022,Herrenmode,Computer,7,3.15,0,0,7,3.15
7/3/2022,Damenmode,Computer,2,0.9,0,0,2,0.9
7/3/2022,Damenmode,Mobile,2,0.675,0,0,2,0.675
7/3/2022,Herrenunterwäsche,Computer,2,0.9,0,0,2,0.9
7/3/2022,Herrenunterwäsche,Mobile,2,0.675,0,0,2,0.675
7/3/2022,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
7/3/2022,Sportbekleidung Damen,Computer,13,5.85,0,0,13,5.85
7/3/2022,Sportbekleidung Damen,Mobile,7,2.3625,0,0,7,2.3625
7/3/2022,Sportbekleidung Herren,Computer,199,89.55,0,0,199,89.55
7/3/2022,Sportbekleidung Herren,Mobile,33,11.1375,0,0,33,11.1375
7/3/2022,Fahrradteile & Fahrradzubehör,Computer,4,1.8,0,0,4,1.8
7/3/2022,Fahrradteile & Fahrradzubehör,Mobile,2,0.675,0,0,2,0.675
7/3/2022,Sportschuhe Herren,Computer,4,1.8,0,0,4,1.8
7/3/2022,Sportschuhe Herren,Mobile,2,0.675,0,0,2,0.675
8/3/2022,Links,Computer,20,9,0,0,20,9
8/3/2022,Links,Mobile,87,39.15,0,0,87,39.15
8/3/2022,Herrenmode,Computer,1,0.45,0,0,1,0.45
8/3/2022,Damenmode,Computer,8,3.6,0,0,8,3.6
8/3/2022,Damenmode,Mobile,12,4.05,0,0,12,4.05
8/3/2022,Sportbekleidung Damen,Computer,13,5.85,0,0,13,5.85
8/3/2022,Sportbekleidung Damen,Mobile,22,7.425,0,0,22,7.425
8/3/2022,Sportbekleidung Herren,Computer,210,94.3875,0,0,210,94.3875
8/3/2022,Sportbekleidung Herren,Mobile,211,71.2125,0,0,211,71.2125
8/3/2022,Fahrradteile & Fahrradzubehör,Computer,4,1.8,0,0,4,1.8
8/3/2022,Fahrradteile & Fahrradzubehör,Mobile,6,2.025,0,0,6,2.025
8/3/2022,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
8/3/2022,Sportschuhe Herren,Mobile,3,1.0125,0,0,3,1.0125
10/3/2022,Links,Computer,3,1.35,0,0,3,1.35
10/3/2022,Herrenmode,Computer,1,0.45,0,0,1,0.45
10/3/2022,Herrenmode,Mobile,5,1.6875,0,0,5,1.6875
10/3/2022,Damenmode,Computer,2,0.9,0,0,2,0.9
10/3/2022,Damenmode,Mobile,16,5.4,0,0,16,5.4
10/3/2022,Herrenunterwäsche,Computer,1,0.45,0,0,1,0.45
10/3/2022,Herrenunterwäsche,Mobile,2,0.675,0,0,2,0.675
10/3/2022,Sonnenbrillen,Mobile,15,5.0625,0,0,15,5.0625
10/3/2022,Sportbekleidung Damen,Computer,19,8.55,0,0,19,8.55
10/3/2022,Sportbekleidung Damen,Mobile,57,19.2375,0,0,57,19.2375
10/3/2022,Sportbekleidung Herren,Computer,215,96.75,1,109.24,215,96.75
10/3/2022,Sportbekleidung Herren,Mobile,248,83.7,0,0,248,83.7
10/3/2022,Fahrradteile & Fahrradzubehör,Mobile,8,2.7,0,0,8,2.7
10/3/2022,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
10/3/2022,Sportschuhe Herren,Mobile,4,1.35,0,0,4,1.35
11/3/2022,Links,Computer,1,0.45,0,0,1,0.45
11/3/2022,Herrenmode,Computer,1,0.45,0,0,1,0.45
11/3/2022,Damenmode,Computer,5,2.25,0,0,5,2.25
11/3/2022,Damenmode,Mobile,8,2.7,0,0,8,2.7
11/3/2022,Herrenunterwäsche,Mobile,2,0.675,0,0,2,0.675
11/3/2022,Sonnenbrillen,Mobile,6,2.025,0,0,6,2.025
11/3/2022,Sportbekleidung Damen,Computer,22,9.9,0,0,22,9.9
11/3/2022,Sportbekleidung Damen,Mobile,64,21.6,0,0,64,21.6
11/3/2022,Sportbekleidung Herren,Computer,233,104.85,1,247.9,233,104.85
11/3/2022,Sportbekleidung Herren,Mobile,244,82.35,1,134.45,244,82.35
11/3/2022,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
11/3/2022,Fahrradteile & Fahrradzubehör,Mobile,7,2.3625,0,0,7,2.3625
11/3/2022,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
11/3/2022,Sportschuhe Herren,Mobile,8,2.7,0,0,8,2.7
14/03/22,Herrenmode,Computer,1,0.45,0,0,1,0.45
14/03/22,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
14/03/22,Damenmode,Computer,3,1.35,0,0,3,1.35
14/03/22,Damenmode,Mobile,5,1.6875,0,0,5,1.6875
14/03/22,Herrenunterwäsche,Mobile,3,1.0125,0,0,3,1.0125
14/03/22,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
14/03/22,Sportbekleidung Damen,Computer,6,2.7,0,0,6,2.7
14/03/22,Sportbekleidung Damen,Mobile,23,7.7625,0,0,23,7.7625
14/03/22,Sportbekleidung Herren,Computer,31,13.95,0,0,31,13.95
14/03/22,Sportbekleidung Herren,Mobile,77,25.9875,0,0,77,25.9875
14/03/22,Fahrradteile & Fahrradzubehör,Computer,4,1.8,0,0,4,1.8
14/03/22,Fahrradteile & Fahrradzubehör,Mobile,9,3.0375,0,0,9,3.0375
14/03/22,Sportschuhe Herren,Computer,1,0.45,1,428.58,1,0.45
14/03/22,Sportschuhe Herren,Mobile,14,4.725,0,0,14,4.725
14/03/22,Sportbekleidung Kinder,Mobile,1,0.3375,0,0,1,0.3375
20/03/22,Links,Computer,2,0.9,0,0,2,0.9
20/03/22,Links,Mobile,1,0.45,0,0,1,0.45
20/03/22,Herrenmode,Computer,2,0.9,0,0,2,0.9
20/03/22,Herrenmode,Mobile,2,0.675,0,0,2,0.675
20/03/22,Damenmode,Mobile,3,1.0125,0,0,3,1.0125
20/03/22,Herrenunterwäsche,Computer,1,0.45,0,0,1,0.45
20/03/22,Herrenunterwäsche,Mobile,10,3.375,0,0,10,3.375
20/03/22,Sportbekleidung Damen,Mobile,3,1.0125,0,0,3,1.0125
20/03/22,Sportbekleidung Herren,Computer,12,5.4,1,151.26,12,5.4
20/03/22,Sportbekleidung Herren,Mobile,41,13.8375,2,184.88,41,13.8375
20/03/22,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
20/03/22,Fahrradteile & Fahrradzubehör,Mobile,2,0.675,0,0,2,0.675
20/03/22,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
20/03/22,Sportschuhe Herren,Mobile,2,0.675,0,0,2,0.675
21/03/22,Herrenmode,Computer,4,1.8,0,0,4,1.8
21/03/22,Damenmode,Computer,2,0.9,0,0,2,0.9
21/03/22,Herrenunterwäsche,Computer,1,0.45,0,0,1,0.45
21/03/22,Herrenunterwäsche,Mobile,4,1.35,0,0,4,1.35
21/03/22,Sportbekleidung Damen,Computer,5,2.25,0,0,5,2.25
21/03/22,Sportbekleidung Herren,Computer,43,19.35,0,0,43,19.35
21/03/22,Sportbekleidung Herren,Mobile,3,1.0125,0,0,3,1.0125
21/03/22,Sportschuhe Herren,Computer,5,2.25,0,0,5,2.25
15/03/22,Damenmode,Computer,1,0.45,0,0,1,0.45
15/03/22,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
15/03/22,Herrenunterwäsche,Computer,1,0.45,0,0,1,0.45
15/03/22,Herrenunterwäsche,Mobile,5,1.6875,0,0,5,1.6875
15/03/22,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
15/03/22,Sportbekleidung Damen,Computer,5,2.25,0,0,5,2.25
15/03/22,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
15/03/22,Sportbekleidung Herren,Computer,30,13.5,0,0,30,13.5
15/03/22,Sportbekleidung Herren,Mobile,7,2.3625,0,0,7,2.3625
15/03/22,Taschen,Mobile,1,0.3375,0,0,1,0.3375
15/03/22,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
15/03/22,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
15/03/22,Sportbekleidung Kinder,Mobile,1,0.3375,0,0,1,0.3375
16/03/22,Links,Computer,1,0.45,0,0,1,0.45
16/03/22,Links,Mobile,1,0.45,0,0,1,0.45
16/03/22,Herrenmode,Computer,2,0.9,0,0,2,0.9
16/03/22,Damenmode,Computer,6,2.7,0,0,6,2.7
16/03/22,Herrenunterwäsche,Computer,2,0.9,1,68.52,2,0.9
16/03/22,Herrenunterwäsche,Mobile,6,2.025,1,34.91,6,2.025
16/03/22,Sportbekleidung Damen,Computer,12,5.4,0,0,12,5.4
16/03/22,Sportbekleidung Herren,Computer,26,11.7,0,0,26,11.7
16/03/22,Sportbekleidung Herren,Mobile,4,1.35,0,0,4,1.35
16/03/22,Taschen,Computer,1,0.45,0,0,1,0.45
16/03/22,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
17/03/22,Links,Mobile,1,0.45,0,0,1,0.45
17/03/22,Herrenmode,Computer,2,0.9,0,0,2,0.9
17/03/22,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
17/03/22,Damenmode,Computer,5,2.25,0,0,5,2.25
17/03/22,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
17/03/22,Herrenunterwäsche,Computer,6,2.7,0,0,6,2.7
17/03/22,Herrenunterwäsche,Mobile,0,0,1,34.91,0,0
17/03/22,Sonnenbrillen,Mobile,1,0.3375,1,134.45,1,0.3375
17/03/22,Sportbekleidung Damen,Computer,15,6.75,0,0,15,6.75
17/03/22,Sportbekleidung Herren,Computer,36,16.2,0,0,36,16.2
17/03/22,Sportbekleidung Herren,Mobile,5,1.6875,0,0,5,1.6875
17/03/22,Sportschuhe Herren,Computer,5,2.25,0,0,5,2.25
18/03/22,Links,Computer,1,0.45,1,197.48,1,0.45
18/03/22,Herrenmode,Computer,3,1.35,0,0,3,1.35
18/03/22,Herrenunterwäsche,Mobile,2,0.675,0,0,2,0.675
18/03/22,Sonnenbrillen,Computer,2,0.9,0,0,2,0.9
18/03/22,Sportbekleidung Damen,Computer,6,2.7,0,0,6,2.7
18/03/22,Sportbekleidung Damen,Mobile,3,1.0125,0,0,3,1.0125
18/03/22,Sportbekleidung Herren,Computer,33,14.85,0,0,33,14.85
18/03/22,Sportbekleidung Herren,Mobile,5,1.6875,0,0,5,1.6875
18/03/22,Taschen,Computer,1,0.45,0,0,1,0.45
18/03/22,Taschen,Mobile,2,0.675,0,0,2,0.675
18/03/22,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
18/03/22,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
19/03/22,Links,Computer,1,0.45,0,0,1,0.45
19/03/22,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
19/03/22,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
19/03/22,Herrenunterwäsche,Computer,4,1.8,0,0,4,1.8
19/03/22,Herrenunterwäsche,Mobile,4,1.35,0,0,4,1.35
19/03/22,Sportbekleidung Damen,Computer,0,0,1,84.03,0,0
19/03/22,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
19/03/22,Sportbekleidung Herren,Computer,6,2.7,0,0,6,2.7
19/03/22,Sportbekleidung Herren,Mobile,6,2.025,0,0,6,2.025
19/03/22,Taschen,Mobile,2,0.675,0,0,2,0.675
19/03/22,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
5/3/2022,Links,Computer,117,52.65,0,0,117,52.65
5/3/2022,Links,Mobile,171,76.95,0,0,171,76.95
5/3/2022,Herrenmode,Computer,3,1.35,0,0,3,1.35
5/3/2022,Herrenmode,Mobile,2,0.675,0,0,2,0.675
5/3/2022,Damenmode,Computer,6,2.7,0,0,6,2.7
5/3/2022,Damenmode,Mobile,3,1.0125,0,0,3,1.0125
5/3/2022,Herrenunterwäsche,Mobile,5,1.6875,0,0,5,1.6875
5/3/2022,Sonnenbrillen,Mobile,2,0.675,0,0,2,0.675
5/3/2022,Sportbekleidung Damen,Computer,8,3.6,0,0,8,3.6
5/3/2022,Sportbekleidung Damen,Mobile,5,1.6875,0,0,5,1.6875
5/3/2022,Sportbekleidung Herren,Computer,239,107.55,1,180,239,107.55
5/3/2022,Sportbekleidung Herren,Mobile,44,14.85,0,0,44,14.85
5/3/2022,Fahrradteile & Fahrradzubehör,Computer,2,0.9,0,0,2,0.9
5/3/2022,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
9/3/2022,Herrenmode,Computer,3,1.35,0,0,3,1.35
9/3/2022,Herrenmode,Mobile,22,7.425,0,0,22,7.425
9/3/2022,Damenmode,Computer,4,1.8,0,0,4,1.8
9/3/2022,Damenmode,Mobile,14,4.725,0,0,14,4.725
9/3/2022,Herrenunterwäsche,Computer,1,0.45,0,0,1,0.45
