Date,Category,Device,Clicks,Cost,Sales,Order value,Tracked leads,Cost of tracked leads
4/1/2022,Links,Computer,29,13.05,0,0,29,13.05
4/1/2022,Links,Mobile,22,9.9,0,0,22,9.9
4/1/2022,Herrenmode,Computer,3,1.35,0,0,3,1.35
4/1/2022,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
4/1/2022,Damenmode,Computer,7,3.15,0,0,7,3.15
4/1/2022,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
4/1/2022,Sonnenbrillen,Mobile,2,0.675,0,0,2,0.675
4/1/2022,Sportbekleidung Damen,Computer,10,4.5,0,0,10,4.5
4/1/2022,Sportbekleidung Damen,Mobile,4,1.35,0,0,4,1.35
4/1/2022,Sportbekleidung Herren,Computer,78,35.1,0,0,78,35.1
4/1/2022,Sportbekleidung Herren,Mobile,34,11.475,2,1138.65,34,11.475
4/1/2022,Taschen,Computer,1,0.45,0,0,1,0.45
4/1/2022,Taschen,Mobile,1,0.3375,0,0,1,0.3375
4/1/2022,Fahrradteile & Fahrradzubehör,Computer,7,3.15,0,0,7,3.15
4/1/2022,Fahrradteile & Fahrradzubehör,Mobile,2,0.675,0,0,2,0.675
4/1/2022,Sportschuhe Herren,Computer,4,1.8,0,0,4,1.8
4/1/2022,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
5/1/2022,Links,Computer,72,32.4,0,0,72,32.4
5/1/2022,Links,Mobile,83,37.35,0,0,83,37.35
5/1/2022,Herrenmode,Computer,3,1.35,0,0,3,1.35
5/1/2022,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
5/1/2022,Damenmode,Computer,7,3.15,0,0,7,3.15
5/1/2022,Sonnenbrillen,Mobile,0,0,1,134.45,0,0
5/1/2022,Sportbekleidung Damen,Computer,12,5.4,0,0,12,5.4
5/1/2022,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
5/1/2022,Sportbekleidung Herren,Computer,89,40.05,1,84.03,89,40.05
5/1/2022,Sportbekleidung Herren,Mobile,23,7.7625,1,159.66,23,7.7625
5/1/2022,Taschen,Mobile,1,0.3375,0,0,1,0.3375
5/1/2022,Fahrradteile & Fahrradzubehör,Computer,6,2.7,0,0,6,2.7
5/1/2022,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
6/1/2022,Links,Computer,86,38.7,0,0,86,38.7
6/1/2022,Links,Mobile,85,38.25,0,0,85,38.25
6/1/2022,Herrenmode,Computer,5,2.25,0,0,5,2.25
6/1/2022,Herrenmode,Mobile,4,1.35,0,0,4,1.35
6/1/2022,Damenmode,Computer,6,2.7,0,0,6,2.7
6/1/2022,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
6/1/2022,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
6/1/2022,Sportbekleidung Damen,Computer,8,3.6,0,0,8,3.6
6/1/2022,Sportbekleidung Damen,Mobile,3,1.0125,0,0,3,1.0125
6/1/2022,Sportbekleidung Herren,Computer,90,40.5,1,89.92,90,40.5
6/1/2022,Sportbekleidung Herren,Mobile,24,8.1,0,0,24,8.1
6/1/2022,Taschen,Mobile,2,0.675,0,0,2,0.675
6/1/2022,Fahrradteile & Fahrradzubehör,Computer,10,4.5,0,0,10,4.5
6/1/2022,Fahrradteile & Fahrradzubehör,Mobile,2,0.675,0,0,2,0.675
6/1/2022,Sportschuhe Herren,Computer,5,2.25,0,0,5,2.25
6/1/2022,Sportschuhe Herren,Mobile,3,1.0125,0,0,3,1.0125
9/1/2022,Links,Computer,334,150.3,0,0,334,150.3
9/1/2022,Links,Mobile,104,46.8,1,285.72,104,46.8
9/1/2022,Herrenmode,Computer,2,0.9,0,0,2,0.9
9/1/2022,Herrenmode,Mobile,2,0.675,0,0,2,0.675
9/1/2022,Damenmode,Computer,7,3.15,0,0,7,3.15
9/1/2022,Damenmode,Mobile,3,1.0125,0,0,3,1.0125
9/1/2022,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
9/1/2022,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
9/1/2022,Sportbekleidung Damen,Computer,23,10.35,0,0,23,10.35
9/1/2022,Sportbekleidung Damen,Mobile,10,3.375,1,37.82,10,3.375
9/1/2022,Sportbekleidung Herren,Computer,138,62.1,0,0,138,62.1
9/1/2022,Sportbekleidung Herren,Mobile,40,13.5,0,0,40,13.5
9/1/2022,Taschen,Mobile,4,1.35,0,0,4,1.35
9/1/2022,Fahrradteile & Fahrradzubehör,Computer,9,4.05,0,0,9,4.05
9/1/2022,Fahrradteile & Fahrradzubehör,Mobile,2,0.675,0,0,2,0.675
9/1/2022,Sportschuhe Herren,Computer,5,2.25,0,0,5,2.25
9/1/2022,Sportschuhe Herren,Mobile,4,1.35,0,0,4,1.35
10/1/2022,Links,Computer,367,165.15,1,39.11,367,165.15
10/1/2022,Links,Mobile,74,33.3,0,0,74,33.3
10/1/2022,Herrenmode,Computer,5,2.25,0,0,5,2.25
10/1/2022,Damenmode,Computer,8,3.6,0,0,8,3.6
10/1/2022,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
10/1/2022,Sportbekleidung Damen,Computer,7,3.15,0,0,7,3.15
10/1/2022,Sportbekleidung Damen,Mobile,1,0.3375,1,92.44,1,0.3375
10/1/2022,Sportbekleidung Herren,Computer,108,48.6,0,0,108,48.6
10/1/2022,Sportbekleidung Herren,Mobile,14,4.725,0,0,14,4.725
10/1/2022,Fahrradteile & Fahrradzubehör,Computer,3,1.35,0,0,3,1.35
10/1/2022,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
10/1/2022,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
10/1/2022,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
11/1/2022,Links,Computer,156,70.2,0,0,156,70.2
11/1/2022,Links,Mobile,50,22.5,0,0,50,22.5
11/1/2022,Herrenmode,Computer,4,1.8,0,0,4,1.8
11/1/2022,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
11/1/2022,Damenmode,Computer,6,2.7,0,0,6,2.7
11/1/2022,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
11/1/2022,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
11/1/2022,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
11/1/2022,Sportbekleidung Damen,Computer,9,4.05,0,0,9,4.05
11/1/2022,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
11/1/2022,Sportbekleidung Herren,Computer,92,41.4,1,512.61,92,41.4
11/1/2022,Sportbekleidung Herren,Mobile,21,7.0875,0,0,21,7.0875
11/1/2022,Taschen,Computer,1,0.45,0,0,1,0.45
11/1/2022,Taschen,Mobile,1,0.3375,0,0,1,0.3375
11/1/2022,Fahrradteile & Fahrradzubehör,Computer,6,2.7,0,0,6,2.7
11/1/2022,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
11/1/2022,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
11/1/2022,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
12/1/2022,Links,Computer,335,150.75,1,487.4,335,150.75
12/1/2022,Links,Mobile,37,16.65,0,0,37,16.65
12/1/2022,Herrenmode,Computer,2,0.9,0,0,2,0.9
12/1/2022,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
12/1/2022,Damenmode,Computer,7,3.15,0,0,7,3.15
12/1/2022,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
12/1/2022,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
12/1/2022,Sportbekleidung Damen,Computer,9,4.05,0,0,9,4.05
12/1/2022,Sportbekleidung Herren,Computer,110,49.5,1,25.21,110,49.5
12/1/2022,Sportbekleidung Herren,Mobile,19,6.4125,0,0,19,6.4125
12/1/2022,Fahrradteile & Fahrradzubehör,Computer,6,2.7,0,0,6,2.7
12/1/2022,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
12/1/2022,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
12/1/2022,Sportschuhe Herren,Mobile,2,0.675,0,0,2,0.675
13/01/22,Links,Computer,845,380.25,0,0,845,380.25
13/01/22,Links,Mobile,62,27.9,0,0,62,27.9
13/01/22,Herrenmode,Computer,3,1.35,0,0,3,1.35
13/01/22,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
13/01/22,Damenmode,Computer,1,0.45,0,0,1,0.45
13/01/22,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
13/01/22,Sportbekleidung Damen,Computer,7,3.15,0,0,7,3.15
13/01/22,Sportbekleidung Herren,Computer,78,35.1,1,72.73,78,35.1
13/01/22,Sportbekleidung Herren,Mobile,24,8.1,1,84.03,24,8.1
13/01/22,Taschen,Computer,1,0.45,0,0,1,0.45
13/01/22,Taschen,Mobile,1,0.3375,0,0,1,0.3375
13/01/22,Fahrradteile & Fahrradzubehör,Computer,4,1.8,0,0,4,1.8
13/01/22,Fahrradteile & Fahrradzubehör,Mobile,2,0.675,0,0,2,0.675
13/01/22,Sportschuhe Herren,Computer,3,1.35,0,0,3,1.35
14/01/22,Links,Computer,798,359.1,0,0,798,359.1
14/01/22,Links,Mobile,61,27.45,0,0,61,27.45
14/01/22,Herrenmode,Computer,4,1.8,0,0,4,1.8
14/01/22,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
14/01/22,Damenmode,Computer,5,2.25,0,0,5,2.25
14/01/22,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
14/01/22,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
14/01/22,Sportbekleidung Damen,Computer,6,2.7,0,0,6,2.7
14/01/22,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
14/01/22,Sportbekleidung Herren,Computer,84,37.8,0,0,84,37.8
14/01/22,Sportbekleidung Herren,Mobile,34,11.475,0,0,34,11.475
14/01/22,Fahrradteile & Fahrradzubehör,Computer,9,4.05,0,0,9,4.05
14/01/22,Fahrradteile & Fahrradzubehör,Mobile,2,0.675,0,0,2,0.675
14/01/22,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
15/01/22,Links,Computer,661,297.45,0,0,661,297.45
15/01/22,Links,Mobile,48,21.6,0,0,48,21.6
15/01/22,Herrenmode,Computer,2,0.9,0,0,2,0.9
15/01/22,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
15/01/22,Damenmode,Computer,7,3.15,0,0,7,3.15
15/01/22,Damenmode,Mobile,2,0.675,0,0,2,0.675
15/01/22,Sportbekleidung Damen,Computer,16,7.2,0,0,16,7.2
15/01/22,Sportbekleidung Damen,Mobile,3,1.0125,0,0,3,1.0125
15/01/22,Sportbekleidung Herren,Computer,62,27.9,2,958.82,62,27.9
15/01/22,Sportbekleidung Herren,Mobile,60,20.25,3,434.03,60,20.25
15/01/22,Taschen,Mobile,1,0.3375,0,0,1,0.3375
15/01/22,Fahrradteile & Fahrradzubehör,Computer,2,0.9,0,0,2,0.9
15/01/22,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
15/01/22,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
15/01/22,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
16/01/22,Links,Computer,819,368.55,0,0,819,368.55
16/01/22,Links,Mobile,42,18.9,0,0,42,18.9
16/01/22,Herrenmode,Computer,3,1.35,0,0,3,1.35
16/01/22,Damenmode,Computer,7,3.15,0,0,7,3.15
16/01/22,Damenmode,Mobile,6,2.025,0,0,6,2.025
16/01/22,Sportbekleidung Damen,Computer,20,9,0,0,20,9
16/01/22,Sportbekleidung Damen,Mobile,2,0.675,0,0,2,0.675
16/01/22,Sportbekleidung Herren,Computer,80,36,2,268.91,80,36
16/01/22,Sportbekleidung Herren,Mobile,50,16.875,2,174.4,50,16.875
16/01/22,Fahrradteile & Fahrradzubehör,Computer,2,0.9,0,0,2,0.9
16/01/22,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
16/01/22,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
16/01/22,Sportschuhe Herren,Mobile,2,0.675,0,0,2,0.675
19/01/22,Links,Computer,420,189,0,0,420,189
19/01/22,Links,Mobile,55,24.75,0,0,55,24.75
19/01/22,Herrenmode,Computer,1,0.45,0,0,1,0.45
19/01/22,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
19/01/22,Damenmode,Computer,2,0.9,0,0,2,0.9
19/01/22,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
19/01/22,Sonnenbrillen,Computer,3,1.35,0,0,3,1.35
19/01/22,Sportbekleidung Damen,Computer,12,5.4,1,177.23,12,5.4
19/01/22,Sportbekleidung Damen,Mobile,3,1.0125,0,0,3,1.0125
19/01/22,Sportbekleidung Herren,Computer,74,33.3,0,0,74,33.3
19/01/22,Sportbekleidung Herren,Mobile,25,8.4375,0,0,25,8.4375
19/01/22,Fahrradteile & Fahrradzubehör,Computer,2,0.9,0,0,2,0.9
19/01/22,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
19/01/22,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
20/01/22,Links,Computer,0,0,1,176.46,0,0
20/01/22,Sportbekleidung Herren,Computer,0,0,1,218.49,0,0
21/01/22,Herrenmode,Computer,0,0,1,68.53,0,0
24/01/22,Sportbekleidung Herren,Computer,0,0,1,218.49,0,0
1/1/2022,Links,Computer,15,6.75,0,0,15,6.75
1/1/2022,Links,Mobile,2,0.9,0,0,2,0.9
1/1/2022,Damenmode,Computer,6,2.7,0,0,6,2.7
1/1/2022,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
1/1/2022,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
1/1/2022,Sportbekleidung Damen,Computer,2,0.9,0,0,2,0.9
1/1/2022,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
1/1/2022,Sportbekleidung Herren,Computer,14,6.3,0,0,14,6.3
1/1/2022,Sportbekleidung Herren,Mobile,2,0.675,0,0,2,0.675
1/1/2022,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
3/1/2022,Links,Computer,29,13.05,0,0,29,13.05
3/1/2022,Links,Mobile,9,4.05,0,0,9,4.05
3/1/2022,Herrenmode,Computer,4,1.8,0,0,4,1.8
3/1/2022,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
3/1/2022,Damenmode,Computer,3,1.35,0,0,3,1.35
3/1/2022,Sportbekleidung Damen,Computer,8,3.6,0,0,8,3.6
3/1/2022,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
3/1/2022,Sportbekleidung Herren,Computer,93,41.85,0,0,93,41.85
3/1/2022,Sportbekleidung Herren,Mobile,8,2.7,0,0,8,2.7
3/1/2022,Fahrradteile & Fahrradzubehör,Computer,5,2.25,0,0,5,2.25
3/1/2022,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
3/1/2022,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
7/1/2022,Links,Computer,141,63.45,0,0,141,63.45
7/1/2022,Links,Mobile,43,19.35,0,0,43,19.35
7/1/2022,Herrenmode,Computer,2,0.9,0,0,2,0.9
7/1/2022,Herrenmode,Mobile,4,1.35,0,0,4,1.35
7/1/2022,Damenmode,Computer,3,1.35,0,0,3,1.35
7/1/2022,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
7/1/2022,Sportbekleidung Damen,Computer,13,5.85,0,0,13,5.85
7/1/2022,Sportbekleidung Damen,Mobile,2,0.675,0,0,2,0.675
7/1/2022,Sportbekleidung Herren,Computer,111,49.95,0,0,111,49.95
7/1/2022,Sportbekleidung Herren,Mobile,33,11.1375,0,0,33,11.1375
7/1/2022,Taschen,Computer,1,0.45,0,0,1,0.45
7/1/2022,Fahrradteile & Fahrradzubehör,Computer,2,0.9,0,0,2,0.9
7/1/2022,Sportschuhe Herren,Computer,6,2.7,0,0,6,2.7
7/1/2022,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
8/1/2022,Links,Computer,238,107.1,0,0,238,107.1
8/1/2022,Links,Mobile,76,34.2,0,0,76,34.2
8/1/2022,Herrenmode,Computer,2,0.9,0,0,2,0.9
8/1/2022,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
8/1/2022,Damenmode,Computer,4,1.8,0,0,4,1.8
8/1/2022,Sportbekleidung Damen,Computer,13,5.85,0,0,13,5.85
8/1/2022,Sportbekleidung Damen,Mobile,2,0.675,0,0,2,0.675
8/1/2022,Sportbekleidung Herren,Computer,104,46.8,0,0,104,46.8
8/1/2022,Sportbekleidung Herren,Mobile,20,6.75,0,0,20,6.75
8/1/2022,Fahrradteile & Fahrradzubehör,Computer,3,1.35,0,0,3,1.35
8/1/2022,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
8/1/2022,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
17/01/22,Links,Computer,676,304.2,0,0,676,304.2
17/01/22,Links,Mobile,49,22.05,0,0,49,22.05
17/01/22,Herrenmode,Computer,6,2.7,0,0,6,2.7
17/01/22,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
17/01/22,Damenmode,Computer,2,0.9,0,0,2,0.9
17/01/22,Damenmode,Mobile,4,1.35,0,0,4,1.35
17/01/22,Sportbekleidung Damen,Computer,15,6.75,1,369.74,15,6.75
17/01/22,Sportbekleidung Damen,Mobile,5,1.6875,0,0,5,1.6875
17/01/22,Sportbekleidung Herren,Computer,71,31.95,0,0,71,31.95
17/01/22,Sportbekleidung Herren,Mobile,22,7.425,0,0,22,7.425
17/01/22,Fahrradteile & Fahrradzubehör,Computer,7,3.15,0,0,7,3.15
17/01/22,Fahrradteile & Fahrradzubehör,Mobile,3,1.0125,0,0,3,1.0125
17/01/22,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
18/01/22,Links,Computer,675,303.75,0,0,675,303.75
18/01/22,Links,Mobile,47,21.15,0,0,47,21.15
18/01/22,Herrenmode,Computer,4,1.8,0,0,4,1.8
18/01/22,Herrenmode,Mobile,2,0.675,0,0,2,0.675
18/01/22,Damenmode,Computer,7,3.15,0,0,7,3.15
18/01/22,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
18/01/22,Sportbekleidung Damen,Computer,14,6.3,0,0,14,6.3
18/01/22,Sportbekleidung Damen,Mobile,2,0.675,0,0,2,0.675
18/01/22,Sportbekleidung Herren,Computer,104,46.8,1,168.07,104,46.8
18/01/22,Sportbekleidung Herren,Mobile,54,18.225,0,0,54,18.225
18/01/22,Fahrradteile & Fahrradzubehör,Computer,8,3.6,0,0,8,3.6
18/01/22,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
18/01/22,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
30/01/22,Links,Computer,0,0,1,188.23,0,0
30/01/22,Sportbekleidung Herren,Mobile,0,0,2,270.21,0,0
